intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4229000,0.061304959192844614,0.9688430698739977,0.061304959192844614,0.1025542952465745,7.544809647670844,7.0,4.082466259149945,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428745.1 Elizabethkingia sp. ASV34 strain=ASV34, ASM1642874v1",c81c05f60ced59b403938042c0028901,0.9688430698739977,4229000,0,31390000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9138753328418496,0.998979468490351,0.9564274006661003,0.998979468490351,False,31907,31907,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola
1537000,0.022280851804067667,0.028285396472270775,0.002580345882318832,0.0018513578231117596,3.235955056179775,3.0,2.04182377118761,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_001952815.1 Sphingobacterium sp. B29 strain=B29, ASM195281v1",bab8823e2022ff26fa4dfd1c3f3eb0e9,0.24423963133640553,178000,31,3798000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8845196330928389,0.9555471761835637,0.9200334046382013,0.9555471761835637,False,576,162379,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium siyangense
170000,0.0024643752808663003,0.0263538486260646,0.0023773973297769014,0.0007424716269771119,1.4085365853658536,1.0,0.6879983727136518,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016429005.1 Pedobacter sp. ASV19 strain=ASV19, ASM1642900v1",2794c608b3395607556af06b68bcb479,0.027318013819701108,164000,32,3634000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8238753536955947,0.8903543294568882,0.8571148415762415,0.8903543294568882,False,231,162610,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429005
1193000,0.017294115941608804,0.026772793053545588,0.002145456126871838,0.00928571658154492,19.52027027027027,18.0,11.237286867530356,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_024498935.1 Comamonas thiooxydans strain=CHJ01, ASM2449893v1",e13e41db6bcbc75a5c637595ff4500e8,0.21581041968162085,148000,33,3486000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8773199633575182,0.951740312215402,0.9145301377864601,0.951740312215402,False,2889,165499,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas thiooxydans
874000,0.012669788208689097,0.02382950159422722,0.0020584781757824393,0.0008228256991607821,1.8028169014084507,2.0,1.0225584911795298,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_017511425.1 Bosea sp., ASM1751142v1",f8867e3c78b69b53e0a65eeb6c04efeb,0.14666890417855344,142000,34,3344000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8685583733303652,0.9399563343806492,0.9042573538555072,0.9399563343806492,False,256,165755,311123,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp013823325
733000,0.010625806358088224,0.022292463816336715,0.0019425075743299074,0.0014656582766301432,3.4029850746268657,3.0,2.3054749987641348,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_002341965.1 Sphingobacterium sp. UBA2480, ASM234196v1",037aad880551c9412b33fcce8f946d3d,0.12194310430876726,134000,35,3210000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8636429948686135,0.9343749817146778,0.8990089882916457,0.9343749817146778,False,456,166211,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium multivorum
2665000,0.03863270660887465,0.017734553775743706,0.0017975443225142426,0.001070316241486486,2.685483870967742,2.0,1.893822450903544,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_024128135.1 Pseudomonas chlororaphis strain=S 265-2, ASM2412813v1",bfe935364765167f96ccf9acc20e0233,0.38114988558352403,124000,36,3086000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9003635557005827,0.9693641654454787,0.9348638605730306,0.9693641654454787,False,333,166544,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP
123000,0.0017830479973326761,0.031184486373165617,0.0017250626966064102,0.0005881918083844653,1.5378151260504203,1.0,0.8578840097734566,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016654005.1 Brevundimonas nasdae strain=JCM 11415, ASM1665400v1",68e8c936b71e007f699e52fb14cb07d2,0.03223270440251572,119000,37,2967000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8153195194012252,0.895118514643928,0.8552190170225766,0.895118514643928,False,183,166727,311123,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae
336000,0.004870765261006335,0.025349650349650348,0.0016815737210617108,0.0031048813491770136,8.327586206896552,8.0,3.782390828629348,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003028475.1 Stenotrophomonas sp. Nf1 strain=Nf1, ASM302847v1",5ef3666710e409810bb2c5e2011b3cd8,0.07342657342657342,116000,38,2851000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8421827879017864,0.9192097481018295,0.880696268001808,0.9192097481018295,False,966,167693,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp003028475
3006000,0.04357595349578882,0.017538508464236692,0.0016670773958801443,0.0011603128023321965,3.139130434782609,2.0,2.607303976613588,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_000214395.1 Delftia sp. Cs1-4 strain=Cs1-4, ASM21439v1",56a55ec12fe8880422960f4f9f4c3ac1,0.45844136037822175,115000,39,2736000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9038674328776044,0.9751550422815168,0.9395112375795607,0.9751550422815168,False,361,168054,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas acidovorans
933000,0.01352507139440152,0.017854190775334768,0.0015656031196091792,0.006817239484062573,19.63888888888889,18.5,7.3326493788793865,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_000739375.1 Comamonas testosteroni TK102 strain=TK102, ASM73937v1",ecfee2d2d9845bdbb1e3b269581b1a3b,0.154240370309142,108000,40,2628000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8703905748468427,0.9414837762777873,0.905937175562315,0.9414837762777873,False,2121,170175,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas testosteroni_B
134000,0.0019425075743299074,0.01896826803758199,0.0015511067944276127,0.0005817634826097717,1.691588785046729,2.0,0.8691086308458071,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428755.1 Bosea sp. ASV33 strain=ASV33, ASM1642875v1",39cb59af4b67a45e166f8d1d2944f137,0.023754653430242866,107000,41,2521000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8175754267169419,0.8863490768927912,0.8519622518048666,0.8863490768927912,False,181,170356,311123,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp016428755
136000,0.0019715002246930404,0.017478152309612985,0.0014206398677935144,0.0004885527588767144,1.5510204081632653,1.0,0.8221729419789261,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428845.1 Citrobacter sp. ASV29 strain=ASV29, ASM1642884v1",232b94266f57b1c18c7f2ee192cb4237,0.024255395041911897,98000,42,2423000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8179662442927484,0.8869457225959518,0.8524559834443501,0.8869457225959518,False,152,170508,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii
242000,0.0035081106939390864,0.021453287197231833,0.001348158241885682,0.0007135441609909907,2.3870967741935485,2.0,1.4957449186283394,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_014190775.1 Leifsonia aquatica strain=DSM 20146, ASM1419077v1",3f17e71ddc3a3bfe12ff985b37b703c4,0.05582468281430219,93000,43,2330000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8333142639374689,0.9111188688728299,0.8722165664051493,0.9111188688728299,False,222,170730,311123,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia;s__Leifsonia aquatica
312000,0.00452285345664874,0.01907356948228883,0.001319165591522549,0.0022338432067060296,7.637362637362638,7.0,3.784051214474887,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_003086915.1 Stenotrophomonas sp. ZAC14A_NAIMI4_1 strain=ZAC14A_NAIMI4_1, ASM308691v1",816b3524c4939de9db9e8fd737509641,0.0653950953678474,91000,44,2239000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8401718873525782,0.9157813185744331,0.8779766029635057,0.9157813185744331,False,695,171425,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp003086775
1616000,0.02342606149341142,0.014735310169183191,0.0011742023397068842,0.005097662339332032,19.580246913580247,19.0,6.484290984268312,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_009360715.1 Comamonas sp., ASM936071v1",d281333ae58a5e6d7193deab81d27ebe,0.29397853374567945,81000,45,2158000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.88595090102272,0.9612777518199178,0.9236143264213189,0.9612777518199178,False,1586,173011,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas testosteroni_C
1497000,0.02170099879680501,0.013556338028169013,0.0011162170389806185,0.0009417497259926139,3.8051948051948052,3.0,2.4708112187971896,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_002428125.1 Sphingobacterium sp. UBA6004, ASM242812v1",dd913f6a3618937c43779c20acba4c16,0.263556338028169,77000,46,2081000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8837675589447622,0.9578963068729998,0.920831932908881,0.9578963068729998,False,293,173304,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium siyangense
76000,0.001101720713799052,0.011594202898550725,0.001101720713799052,0.0003921278722563102,1.605263157894737,1.0,0.9043600146020833,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_017849635.1 Niastella sp., ASM1784963v1",e7742d9b7797f17c5dc3357382d11661,0.011594202898550725,76000,47,2005000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8027548758215168,0.8660763070993579,0.8344155914604374,0.8660763070993579,False,122,173426,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__PMP191F;s__PMP191F sp001302245
3484000,0.050505196932577594,0.010686575903967209,0.0010582317382543526,0.0005817634826097717,2.4794520547945207,2.0,1.4534756553097028,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_000275905.1 Pseudomonas fluorescens NZI7 strain=NZI7, ASM27590v1",20737555c29ddec147d92e70b22f4eb9,0.5100278143756405,73000,48,1932000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9081804133087015,0.9785151270882739,0.9433477701984877,0.9785151270882739,False,181,173607,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP
2660000,0.038560224982966816,0.010861010546198646,0.0010002464375280867,0.0004596252928905931,2.072463768115942,2.0,1.0400507314787915,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_004024155.1 Raoultella planticola strain=GEO_47_Down_B, ASM402415v1",ff1f70c0a41c33806a57e433f989f543,0.4186998268534551,69000,49,1863000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9003090146404893,0.9723067830918026,0.936307898866146,0.9723067830918026,False,143,173750,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella planticola
353000,0.005117202789092965,0.014709110867178925,0.0009712537871649537,0.0015974389550113622,7.417910447761194,7.0,4.485962362786675,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_002750935.1 Stenotrophomonas sp. LMG 10879 strain=LMG 10879, ASM275093v1",1759b8c5c0d55443214e230bc75feb2f,0.07749725576289791,67000,50,1796000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8435247439565542,0.9208110590540446,0.8821679015052994,0.9208110590540446,False,497,174247,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas lactitubi
1098000,0.015916965049359987,0.011346054667354307,0.0009567574619833872,0.004075558541155749,19.21212121212121,18.5,7.027036858848163,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_008326825.1 Comamonas testosteroni strain=TA441, ASM832682v1",05fd9ad158dcda0c84b79baab7e9800f,0.1887570912841671,66000,51,1730000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.87497469358823,0.9476370697910752,0.9113058816896527,0.9476370697910752,False,1268,175515,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas thiooxydans
350000,0.005073713813548266,0.010255575451733681,0.0009132684864386878,0.0007231866496530311,3.5714285714285716,3.0,2.1946130708196026,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_022712315.1 Sphingobacterium sp., ASM2271231v1",b201734d33ce8333227e3577f89f560d,0.056975419176298225,63000,52,1667000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8432925371685838,0.91171875343394,0.877505645301262,0.91171875343394,False,225,175740,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp022712315
1489000,0.02158502819535248,0.009108270897605407,0.0008987721612571213,0.000658903391906095,3.306451612903226,3.0,2.091370207407785,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_014170215.1 Sphingobacterium sp. UME9 strain=UME9, ASM1417021v1",cee79ae5e722d371d29cb0a31d199a64,0.21874540913765242,62000,53,1605000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8836148128741823,0.9521551219705623,0.9178849674223724,0.9521551219705623,False,205,175945,311123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium siyangense
328000,0.004754794659553803,0.0124,0.0008987721612571213,0.001517084882827692,7.612903225806452,7.0,3.9323096664956845,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_009676445.1 Stenotrophomonas maltophilia strain=sm-RA9, ASM967644v1",c1533be55d75de05f15fa2dd55598269,0.0656,62000,54,1543000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8415283796008175,0.9158737413679241,0.8787010604843708,0.9158737413679241,False,472,176417,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_L
3392000,0.04917153501587348,0.0095115266806384,0.0008552831857124219,0.0004821244331020207,2.542372881355932,2.0,1.46509713796436,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_016428765.1 Delftia sp. ASV31 strain=ASV31, ASM1642876v1",ab5f5da1c65dd8a765deada6390f30db,0.5468321779783976,59000,55,1484000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.9073967475569861,0.9807169455680087,0.9440568465624974,0.9807169455680087,False,150,176567,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas acidovorans
280000,0.004058971050838613,0.010842368640533779,0.0007538089094414566,0.0013499484126856581,8.076923076923077,8.0,3.647159874193753,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCF_010894375.1 Stenotrophomonas sp. B1-1 strain=B1-1, ASM1089437v1",2541a8c58c038e8155a2b7188a0b633b,0.058381984987489574,52000,56,1432000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8372441612360103,0.9124362769431615,0.8748402190895859,0.9124362769431615,False,420,176987,311123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp003086695
273000,0.0039574967745676475,0.006897503103876396,0.0007248162590783237,0.00027641800831182525,1.72,2.0,0.7756287771866126,/bsuscratch/jessicabernardin/03_Exp1_metagenomics/13_sourmash/matches.zip,"GCA_024231975.1 Bosea sp., ASM2423197v1",868b201522069b06b4359f24d0425544,0.037660366947165125,50000,57,1382000,/bsuhome/jessicabernardin/scratch/03_Exp1_metagenomics/03_Trim/DNA/paired/DNA12_P45_M06_WK1_2.trim.fastq.gz,DNA12_P45_M06_WK1,cfa335af,68983000,31,DNA,1000,68983,True,0.8365606601599489,0.8996235005777853,0.8680920803688671,0.8996235005777853,False,86,177073,311123,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp024231975
